sys_nm,species,cuid,cunamepse,region,GFE_ID,streamid,lat,lon
STEEP CREEK,Coho,520,Hecate Strait Mainland,Central Coast,1858.0,2692,52.67246611,-128.8509864
STEEP CREEK,Chum,506,Hecate Lowlands,Central Coast,1858.0,589,52.67246611,-128.8509864
STEWART CREEK,Chum,506,Hecate Lowlands,Central Coast,1912.0,641,53.39485922,-129.4164621
STEWART CREEK,Coho,520,Hecate Strait Mainland,Central Coast,1912.0,2742,53.39485922,-129.4164621
STEWART CREEK,Pink (odd),611,Hecate Strait-Lowlands (odd),Central Coast,1912.0,5146,53.39485922,-129.4164621
STEWART CREEK,Pink (odd),611,Hecate Strait-Lowlands (odd),Central Coast,1789.0,5055,51.89771053,-128.1209246
STEWART CREEK,Chum,503,Spiller-Fitz-Hugh-Burke,Central Coast,1789.0,549,51.89771053,-128.1209246
STEWART CREEK,Pink (even),608,Hecate Lowlands (even),Central Coast,1789.0,4164,51.89771053,-128.1209246
STEWART CREEK,Pink (even),608,Hecate Lowlands (even),Central Coast,1912.0,4261,53.39485922,-129.4164621
STEWART CREEK,Coho,520,Hecate Strait Mainland,Central Coast,1789.0,2653,51.89771053,-128.1209246
STRAWBERRY FLATS CREEK,Coho,522,Douglas Channel-Kitimat Arm,Central Coast,1051.0,3452,54.02032208,-128.6755166
SYLVIA CREEK,Coho,520,Hecate Strait Mainland,Central Coast,2340.0,2827,53.50513004,-129.5603268
TAKUSH RIVER,Coho,516,Smith Inlet,Central Coast,913.0,3347,51.26459397,-127.599035
TAKUSH RIVER,Pink (even),608,Hecate Lowlands (even),Central Coast,913.0,4493,51.26459397,-127.599035
TAKUSH RIVER,Pink (odd),611,Hecate Strait-Lowlands (odd),Central Coast,913.0,5483,51.26459397,-127.599035
TAKUSH RIVER,Chum,500,Smith Inlet,Central Coast,913.0,985,51.26459397,-127.599035
TALAMOOSA CREEK,Pink (even),608,Hecate Lowlands (even),Central Coast,1860.0,4210,52.71935107,-128.9784323
TALAMOOSA CREEK,Pink (odd),611,Hecate Strait-Lowlands (odd),Central Coast,1860.0,5097,52.71935107,-128.9784323
TALAMOOSA CREEK,Coho,520,Hecate Strait Mainland,Central Coast,1860.0,2694,52.71935107,-128.9784323
TALAMOOSA CREEK,Lake sockeye,596,Talamoosa Creek,Central Coast,1860.0,6120,52.71935107,-128.9784323
TALAMOOSA CREEK,Chum,506,Hecate Lowlands,Central Coast,1860.0,591,52.71935107,-128.9784323
TALCHAKO RIVER,Coho,518,Bella Coola-Dean Rivers,Central Coast,2240.0,2131,52.37660098,-126.0955925
TALEOMEY RIVER,Coho,518,Bella Coola-Dean Rivers,Central Coast,965.0,3605,52.02671133,-126.6829454
TALEOMEY RIVER,Chinook,512,Bella Coola-Bentinck,Central Coast,965.0,1995,52.02671133,-126.6829454
TALEOMEY RIVER,Pink (odd),610,Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean (odd),Central Coast,965.0,5653,52.02671133,-126.6829454
TALEOMEY RIVER,Pink (even),609,Hecate Strait-Fjords (even),Central Coast,965.0,4653,52.02671133,-126.6829454
TALEOMEY RIVER,Chum,504,Bella Coola-Dean Rivers,Central Coast,965.0,1226,52.02671133,-126.6829454
TALEOMEY RIVER,River sockeye,614,Northern Coastal Fjords (river-type),Central Coast,965.0,6641,52.02671133,-126.6829454
TANKEEAH RIVER,Pink (even),608,Hecate Lowlands (even),Central Coast,1001.0,4686,52.30587326,-128.2577735
TANKEEAH RIVER,Chum,506,Hecate Lowlands,Central Coast,1001.0,1261,52.30587326,-128.2577735
TANKEEAH RIVER,Coho,520,Hecate Strait Mainland,Central Coast,1001.0,3635,52.30587326,-128.2577735
TANKEEAH RIVER,Lake sockeye,597,Tankeeah River,Central Coast,1001.0,6662,52.30587326,-128.2577735
TANKEEAH RIVER,Pink (odd),611,Hecate Strait-Lowlands (odd),Central Coast,1001.0,5687,52.30587326,-128.2577735
TASTSQUAN CREEK,Pink (odd),610,Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean (odd),Central Coast,2241.0,4788,52.37162635,-126.7423399
TASTSQUAN CREEK,Coho,518,Bella Coola-Dean Rivers,Central Coast,2241.0,2132,52.37162635,-126.7423399
TASTSQUAN CREEK,Chum,504,Bella Coola-Dean Rivers,Central Coast,2241.0,30,52.37162635,-126.7423399
TASTSQUAN CREEK,Pink (even),609,Hecate Strait-Fjords (even),Central Coast,2241.0,3786,52.37162635,-126.7423399
TAYLOR CREEK,Pink (odd),612,Hecate Strait-Fjords (odd),Central Coast,1019.0,5616,52.97894177,-128.5094946
TAYLOR CREEK,Coho,519,Mussel-Kynoch,Central Coast,1019.0,3540,52.97894177,-128.5094946
TAYLOR CREEK,Pink (even),609,Hecate Strait-Fjords (even),Central Coast,1019.0,4614,52.97894177,-128.5094946
TAYLOR CREEK,Chum,507,Mussel-Kynoch,Central Coast,1019.0,1168,52.97894177,-128.5094946
TETLOCK CREEK,Pink (even),609,Hecate Strait-Fjords (even),Central Coast,1075.0,10330,54.23856957,-128.2626479
TETLOCK CREEK,River sockeye,614,Northern Coastal Fjords (river-type),Central Coast,1075.0,6690,54.23856957,-128.2626479
TETLOCK CREEK,Chum,508,Douglas-Gardner,Central Coast,1075.0,1308,54.23856957,-128.2626479
THIRD CREEK,Pink (odd),611,Hecate Strait-Lowlands (odd),Central Coast,956.0,5645,51.71822032,-127.7336349
THIRD CREEK,Coho,520,Hecate Strait Mainland,Central Coast,956.0,3598,51.71822032,-127.7336349
THIRD CREEK,Lake sockeye,555,Elizabeth,Central Coast,956.0,6635,51.71822032,-127.7336349
THORSEN CREEK,Pink (odd),610,Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean (odd),Central Coast,2242.0,4782,52.36815655,-126.7022862
THORSEN CREEK,Coho,518,Bella Coola-Dean Rivers,Central Coast,2242.0,2117,52.36815655,-126.7022862
THORSEN CREEK,Pink (even),609,Hecate Strait-Fjords (even),Central Coast,2242.0,3781,52.36815655,-126.7022862
THORSEN CREEK,Chum,504,Bella Coola-Dean Rivers,Central Coast,2242.0,23,52.36815655,-126.7022862
THORWALD CREEK,Pink (even),609,Hecate Strait-Fjords (even),Central Coast,963.0,4651,52.31491287,-127.1549152
THORWALD CREEK,Chum,503,Spiller-Fitz-Hugh-Burke,Central Coast,963.0,1224,52.31491287,-127.1549152
TOM BAY CREEK,Pink (even),608,Hecate Lowlands (even),Central Coast,1005.0,4689,52.39013661,-128.2612112
TOM BAY CREEK,Chum,506,Hecate Lowlands,Central Coast,1005.0,1265,52.39013661,-128.2612112
TOM BAY CREEK,Coho,520,Hecate Strait Mainland,Central Coast,1005.0,3639,52.39013661,-128.2612112
TOM BAY CREEK,Pink (odd),611,Hecate Strait-Lowlands (odd),Central Coast,1005.0,5691,52.39013661,-128.2612112
TRAHEY CREEK,Pink (odd),611,Hecate Strait-Lowlands (odd),Central Coast,1857.0,5094,52.71431366,-128.8064778
TRAHEY CREEK,River sockeye,615,Northern Coastal Streams (river-type),Central Coast,1857.0,6117,52.71431366,-128.8064778
TRAHEY CREEK,Pink (even),608,Hecate Lowlands (even),Central Coast,1857.0,4207,52.71431366,-128.8064778
TRAHEY CREEK,Coho,520,Hecate Strait Mainland,Central Coast,1857.0,2691,52.71431366,-128.8064778
TRAHEY CREEK,Chum,506,Hecate Lowlands,Central Coast,1857.0,588,52.71431366,-128.8064778
TRENEMAN CREEK,Pink (odd),611,Hecate Strait-Lowlands (odd),Central Coast,1888.0,5124,52.69363978,-129.2271413
TRENEMAN CREEK,Pink (even),608,Hecate Lowlands (even),Central Coast,1888.0,4238,52.69363978,-129.2271413
TRENEMAN CREEK,Lake sockeye,598,Treneman Creek,Central Coast,1888.0,6140,52.69363978,-129.2271413
TRENEMAN CREEK,Chum,506,Hecate Lowlands,Central Coast,1888.0,618,52.69363978,-129.2271413
TRENEMAN CREEK,Coho,520,Hecate Strait Mainland,Central Coast,1888.0,2722,52.69363978,-129.2271413
TROUPE NORTH,Chum,503,Spiller-Fitz-Hugh-Burke,Central Coast,,10630,52.28952778,-128.0285833
TROUPE NORTH,Pink (odd),611,Hecate Strait-Lowlands (odd),Central Coast,,10633,52.28952778,-128.0285833
TROUPE NORTH,Coho,520,Hecate Strait Mainland,Central Coast,,10631,52.28952778,-128.0285833
TROUPE NORTH,River sockeye,615,Northern Coastal Streams (river-type),Central Coast,,10632,52.28952778,-128.0285833
TROUPE NORTH,Pink (even),608,Hecate Lowlands (even),Central Coast,,10634,52.28952778,-128.0285833
TROUPE SOUTH,Chum,503,Spiller-Fitz-Hugh-Burke,Central Coast,,10635,52.28052778,-128.04225
TROUPE SOUTH,Coho,520,Hecate Strait Mainland,Central Coast,,10636,52.28052778,-128.04225
TROUPE SOUTH,Pink (odd),611,Hecate Strait-Lowlands (odd),Central Coast,,10638,52.28052778,-128.04225
TROUPE SOUTH,River sockeye,615,Northern Coastal Streams (river-type),Central Coast,,10637,52.28052778,-128.04225
TROUPE SOUTH,Pink (even),608,Hecate Lowlands (even),Central Coast,,10639,52.28052778,-128.04225
TROUT CREEK,Coho,522,Douglas Channel-Kitimat Arm,Central Coast,1058.0,3459,54.1396482,-128.6539904
TSAYTIS RIVER,Pink (odd),612,Hecate Strait-Fjords (odd),Central Coast,1033.0,5529,53.24219345,-127.8752392
TSAYTIS RIVER,Chum,508,Douglas-Gardner,Central Coast,1033.0,1069,53.24219345,-127.8752392
TSAYTIS RIVER,Pink (even),609,Hecate Strait-Fjords (even),Central Coast,1033.0,4525,53.24219345,-127.8752392
TSAYTIS RIVER,Chinook,515,North & Central Coast-Early,Central Coast,1033.0,1923,53.24219345,-127.8752392
TSAYTIS RIVER,Coho,523,Northern Coastal Streams,Central Coast,1033.0,3434,53.24219345,-127.8752392
TSIMTACK LAKE CREEK,Lake sockeye,599,Tsimtack/Moore/Roger,Central Coast,1916.0,6155,53.38100392,-129.465929
TSIMTACK LAKE CREEK,Pink (even),608,Hecate Lowlands (even),Central Coast,1916.0,4265,53.38100392,-129.465929
TSIMTACK LAKE CREEK,Chum,506,Hecate Lowlands,Central Coast,1916.0,645,53.38100392,-129.465929
TSIMTACK LAKE CREEK,Pink (odd),611,Hecate Strait-Lowlands (odd),Central Coast,1916.0,5150,53.38100392,-129.465929
TSIMTACK LAKE CREEK,Coho,520,Hecate Strait Mainland,Central Coast,1916.0,2746,53.38100392,-129.465929
TUNO CREEK WEST,Coho,520,Hecate Strait Mainland,Central Coast,1003.0,3637,52.29723969,-128.3569893
TUNO CREEK WEST,Lake sockeye,601,Tuno Creek West,Central Coast,1003.0,6664,52.29723969,-128.3569893
TUNO CREEK WEST,Pink (odd),611,Hecate Strait-Lowlands (odd),Central Coast,1003.0,5689,52.29723969,-128.3569893
TUNO CREEK WEST,Chum,506,Hecate Lowlands,Central Coast,1003.0,1263,52.29723969,-128.3569893
TUNO CREEK-EAST,Coho,520,Hecate Strait Mainland,Central Coast,1002.0,3636,52.28449018,-128.3216395
TUNO CREEK-EAST,Lake sockeye,600,Tuno Creek East,Central Coast,1002.0,6663,52.28449018,-128.3216395
TUNO CREEK-EAST,Pink (even),608,Hecate Lowlands (even),Central Coast,1002.0,4687,52.28449018,-128.3216395
TUNO CREEK-EAST,Chum,506,Hecate Lowlands,Central Coast,1002.0,1262,52.28449018,-128.3216395
TUNO CREEK-EAST,Pink (odd),611,Hecate Strait-Lowlands (odd),Central Coast,1002.0,5688,52.28449018,-128.3216395
TURN CREEK,River sockeye,614,Northern Coastal Fjords (river-type),Central Coast,1901.0,6148,53.22435716,-129.3025408
TURN CREEK,Pink (even),608,Hecate Lowlands (even),Central Coast,1901.0,4250,53.22435716,-129.3025408
TURN CREEK,Chum,506,Hecate Lowlands,Central Coast,1901.0,630,53.22435716,-129.3025408
TURN CREEK,Pink (odd),611,Hecate Strait-Lowlands (odd),Central Coast,1901.0,5135,53.22435716,-129.3025408
TURN CREEK,Coho,523,Northern Coastal Streams,Central Coast,1901.0,2732,53.22435716,-129.3025408
TURTLE CREEK,Coho,523,Northern Coastal Streams,Central Coast,1903.0,2734,53.32116067,-129.2798663
TURTLE CREEK,Pink (odd),611,Hecate Strait-Lowlands (odd),Central Coast,1903.0,5137,53.32116067,-129.2798663
TURTLE CREEK,River sockeye,614,Northern Coastal Fjords (river-type),Central Coast,1903.0,10343,53.32116067,-129.2798663
TURTLE CREEK,Chum,506,Hecate Lowlands,Central Coast,1903.0,632,53.32116067,-129.2798663
TURTLE CREEK,Pink (even),608,Hecate Lowlands (even),Central Coast,1903.0,4252,53.32116067,-129.2798663
TUWARTZ CREEK,Coho,520,Hecate Strait Mainland,Central Coast,1918.0,2748,53.29191593,-129.5400244
TUWARTZ CREEK,Pink (odd),611,Hecate Strait-Lowlands (odd),Central Coast,1918.0,5152,53.29191593,-129.5400244
TUWARTZ CREEK,River sockeye,614,Northern Coastal Fjords (river-type),Central Coast,1918.0,6157,53.29191593,-129.5400244
TUWARTZ CREEK,Chum,506,Hecate Lowlands,Central Coast,1918.0,647,53.29191593,-129.5400244
TUWARTZ CREEK,Pink (even),608,Hecate Lowlands (even),Central Coast,1918.0,4267,53.29191593,-129.5400244
TYLER CREEK,Lake sockeye,602,Tyler Creek,Central Coast,1854.0,6114,52.84756981,-128.7815193
TYLER CREEK,Coho,520,Hecate Strait Mainland,Central Coast,1854.0,2688,52.84756981,-128.7815193
TYLER CREEK,Pink (odd),611,Hecate Strait-Lowlands (odd),Central Coast,1854.0,5091,52.84756981,-128.7815193
TYLER CREEK,Pink (even),608,Hecate Lowlands (even),Central Coast,1854.0,4204,52.84756981,-128.7815193
TYLER CREEK,Chum,506,Hecate Lowlands,Central Coast,1854.0,585,52.84756981,-128.7815193
TZEO RIVER,Coho,517,Rivers Inlet,Central Coast,946.0,3589,51.84423023,-126.667518
TZEO RIVER,Lake sockeye,525,Owikeno,Central Coast,946.0,6630,51.84423023,-126.667518
TZEO RIVER,Pink (even),609,Hecate Strait-Fjords (even),Central Coast,946.0,4636,51.84423023,-126.667518
TZEO RIVER,Chinook,510,Rivers Inlet,Central Coast,946.0,1988,51.84423023,-126.667518
VERNEY PASSAGE CREEK,Pink (even),609,Hecate Strait-Fjords (even),Central Coast,1907.0,4256,53.56844619,-128.9974654
VERNEY PASSAGE CREEK,Chum,508,Douglas-Gardner,Central Coast,1907.0,636,53.56844619,-128.9974654
VERNEY PASSAGE CREEK,Pink (odd),612,Hecate Strait-Fjords (odd),Central Coast,1907.0,5141,53.56844619,-128.9974654
VERNEY PASSAGE CREEK,River sockeye,614,Northern Coastal Fjords (river-type),Central Coast,1907.0,6151,53.56844619,-128.9974654
VERNEY PASSAGE CREEK,Coho,523,Northern Coastal Streams,Central Coast,1907.0,2738,53.56844619,-128.9974654
WAHGILAH CREEK,River sockeye,615,Northern Coastal Streams (river-type),Central Coast,1811.0,6073,52.19726731,-128.3728154
WAHGILAH CREEK,Coho,520,Hecate Strait Mainland,Central Coast,1811.0,2590,52.19726731,-128.3728154
WAHGILAH CREEK,Chum,506,Hecate Lowlands,Central Coast,1811.0,482,52.19726731,-128.3728154
WAHOO CREEK,Chum,508,Douglas-Gardner,Central Coast,1035.0,1071,53.49208146,-128.1191883
WAHOO CREEK,Chinook,515,North & Central Coast-Early,Central Coast,1035.0,1925,53.49208146,-128.1191883
WAHOO CREEK,Pink (even),609,Hecate Strait-Fjords (even),Central Coast,1035.0,4527,53.49208146,-128.1191883
WAHOO CREEK,Coho,523,Northern Coastal Streams,Central Coast,1035.0,3436,53.49208146,-128.1191883
WAHOO CREEK,River sockeye,614,Northern Coastal Fjords (river-type),Central Coast,1035.0,6570,53.49208146,-128.1191883
WAHOO CREEK,Pink (odd),612,Hecate Strait-Fjords (odd),Central Coast,1035.0,5531,53.49208146,-128.1191883
WAKEMAN RIVER,Pink (odd),610,Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean (odd),Central Coast,874.0,5606,51.03800007,-126.5181888
WALE CREEK,Pink (even),608,Hecate Lowlands (even),Central Coast,1863.0,4213,52.83857448,-129.0019183
WALE CREEK,Pink (odd),611,Hecate Strait-Lowlands (odd),Central Coast,1863.0,5099,52.83857448,-129.0019183
WALE CREEK,Coho,520,Hecate Strait Mainland,Central Coast,1863.0,2697,52.83857448,-129.0019183
WALE CREEK,Chum,506,Hecate Lowlands,Central Coast,1863.0,593,52.83857448,-129.0019183
WALE CREEK,Lake sockeye,603,Wale Creek,Central Coast,1863.0,6123,52.83857448,-129.0019183
WALKER ISLAND CREEK,Chum,503,Spiller-Fitz-Hugh-Burke,Central Coast,2096.0,21,52.08684126,-128.139164
WALKER LAKE CREEK,Pink (odd),611,Hecate Strait-Lowlands (odd),Central Coast,988.0,5675,52.26835964,-127.9067887
WALKER LAKE CREEK,Chum,503,Spiller-Fitz-Hugh-Burke,Central Coast,988.0,1248,52.26835964,-127.9067887
WALKER LAKE CREEK,Pink (even),608,Hecate Lowlands (even),Central Coast,988.0,4675,52.26835964,-127.9067887
WALKUM CREEK,Pink (even),609,Hecate Strait-Fjords (even),Central Coast,917.0,4495,51.35257315,-127.0564565
WALKUM CREEK,River sockeye,613,Rivers-Smith Inlets (river-type),Central Coast,917.0,6546,51.35257315,-127.0564565
WALKUM CREEK,Pink (odd),610,Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean (odd),Central Coast,917.0,5485,51.35257315,-127.0564565
WALKUM CREEK,Chum,500,Smith Inlet,Central Coast,917.0,987,51.35257315,-127.0564565
WALKUM CREEK,Coho,516,Smith Inlet,Central Coast,917.0,3351,51.35257315,-127.0564565
WANNOCK RIVER,Pink (odd),610,Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean (odd),Central Coast,935.0,5549,51.6791075,-127.2505923
WANNOCK RIVER,Coho,517,Rivers Inlet,Central Coast,935.0,3468,51.6791075,-127.2505923
WANNOCK RIVER,Pink (even),609,Hecate Strait-Fjords (even),Central Coast,935.0,4547,51.6791075,-127.2505923
WANNOCK RIVER,Lake sockeye,527,Wannock (Owikeno),Central Coast,935.0,6582,51.6791075,-127.2505923
WANNOCK RIVER,Chum,502,Wannock,Central Coast,935.0,1095,51.6791075,-127.2505923
WANNOCK RIVER,Chinook,511,Wannock,Central Coast,935.0,1936,51.6791075,-127.2505923
WASHWASH RIVER,Lake sockeye,525,Owikeno,Central Coast,945.0,6629,51.85468047,-126.665259
WASHWASH RIVER,Chinook,510,Rivers Inlet,Central Coast,945.0,1987,51.85468047,-126.665259
WASHWASH RIVER,Pink (even),609,Hecate Strait-Fjords (even),Central Coast,945.0,4635,51.85468047,-126.665259
WASHWASH RIVER,Pink (odd),610,Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean (odd),Central Coast,945.0,5636,51.85468047,-126.665259
WASHWASH RIVER,Coho,517,Rivers Inlet,Central Coast,945.0,3588,51.85468047,-126.665259
WASHWASH RIVER,Chum,501,Rivers Inlet,Central Coast,945.0,1209,51.85468047,-126.665259
WATHL CREEK,Chum,508,Douglas-Gardner,Central Coast,1046.0,1082,53.97886983,-128.6515821
WATHL CREEK,River sockeye,614,Northern Coastal Fjords (river-type),Central Coast,1046.0,10347,53.97886983,-128.6515821
WATHL CREEK,Coho,522,Douglas Channel-Kitimat Arm,Central Coast,1046.0,3447,53.97886983,-128.6515821
WATHL CREEK,Pink (even),609,Hecate Strait-Fjords (even),Central Coast,1046.0,4538,53.97886983,-128.6515821
WATHL CREEK,Pink (odd),612,Hecate Strait-Fjords (odd),Central Coast,1046.0,5542,53.97886983,-128.6515821
WATHLSTO CREEK,Pink (odd),612,Hecate Strait-Fjords (odd),Central Coast,2655.0,5195,53.94742259,-128.6609202
WATHLSTO CREEK,Pink (even),609,Hecate Strait-Fjords (even),Central Coast,2655.0,4310,53.94742259,-128.6609202
WATHLSTO CREEK,Chum,508,Douglas-Gardner,Central Coast,2655.0,685,53.94742259,-128.6609202
WATHLSTO CREEK,Coho,522,Douglas Channel-Kitimat Arm,Central Coast,2655.0,10317,53.94742259,-128.6609202
WATSON BAY CREEK,River sockeye,615,Northern Coastal Streams (river-type),Central Coast,1831.0,6046,52.66504177,-128.3531566
WATSON BAY CREEK,Pink (odd),611,Hecate Strait-Lowlands (odd),Central Coast,1831.0,4949,52.66504177,-128.3531566
WATSON BAY CREEK,Chum,506,Hecate Lowlands,Central Coast,1831.0,383,52.66504177,-128.3531566
WATSON BAY CREEK,Coho,520,Hecate Strait Mainland,Central Coast,1831.0,2502,52.66504177,-128.3531566
WATSON BAY CREEK,Pink (even),608,Hecate Lowlands (even),Central Coast,1831.0,4016,52.66504177,-128.3531566
WATT CREEK,Lake sockeye,604,Watt Bay,Central Coast,1786.0,6089,51.84058976,-128.1009622
WATT CREEK,Pink (odd),611,Hecate Strait-Lowlands (odd),Central Coast,1786.0,5052,51.84058976,-128.1009622
WATT CREEK,Chum,503,Spiller-Fitz-Hugh-Burke,Central Coast,1786.0,546,51.84058976,-128.1009622
WATT CREEK,Coho,520,Hecate Strait Mainland,Central Coast,1786.0,2650,51.84058976,-128.1009622
WATT CREEK,Pink (even),608,Hecate Lowlands (even),Central Coast,1786.0,4162,51.84058976,-128.1009622
WAUMP CREEK,Pink (odd),610,Homathko-Klinaklini-Smith-Rivers-Bella Coola-Dean (odd),Central Coast,905.0,5480,51.19005388,-126.9226153
WEBSTER LAKE CREEK,Chum,503,Spiller-Fitz-Hugh-Burke,Central Coast,1807.0,567,52.28380802,-127.9896922
WEBSTER LAKE CREEK,Pink (odd),611,Hecate Strait-Lowlands (odd),Central Coast,1807.0,5071,52.28380802,-127.9896922
WEBSTER LAKE CREEK,Coho,520,Hecate Strait Mainland,Central Coast,1807.0,2669,52.28380802,-127.9896922
WEBSTER LAKE CREEK,Pink (even),608,Hecate Lowlands (even),Central Coast,1807.0,4182,52.28380802,-127.9896922
WEBSTER LAKE CREEK,River sockeye,615,Northern Coastal Streams (river-type),Central Coast,1807.0,10342,52.28380802,-127.9896922
WEDEENE RIVER,Coho,522,Douglas Channel-Kitimat Arm,Central Coast,1060.0,3460,54.1342416,-128.6154669
WEDEENE RIVER,Chinook,515,North & Central Coast-Early,Central Coast,1060.0,1932,54.1342416,-128.6154669
WEDEENE RIVER,Pink (even),609,Hecate Strait-Fjords (even),Central Coast,1060.0,4544,54.1342416,-128.6154669
WEDEENE RIVER,Chum,508,Douglas-Gardner,Central Coast,1060.0,1089,54.1342416,-128.6154669
WEDEENE RIVER,Pink (odd),612,Hecate Strait-Fjords (odd),Central Coast,1060.0,5546,54.1342416,-128.6154669
WEEWANIE CREEK,Pink (even),609,Hecate Strait-Fjords (even),Central Coast,1040.0,4532,53.69089405,-128.7861288
WEEWANIE CREEK,Pink (odd),612,Hecate Strait-Fjords (odd),Central Coast,1040.0,5536,53.69089405,-128.7861288
WEEWANIE CREEK,Coho,523,Northern Coastal Streams,Central Coast,1040.0,3441,53.69089405,-128.7861288
WEEWANIE CREEK,Chum,508,Douglas-Gardner,Central Coast,1040.0,1076,53.69089405,-128.7861288
WEEWANIE CREEK,River sockeye,614,Northern Coastal Fjords (river-type),Central Coast,1040.0,6574,53.69089405,-128.7861288
WEST ARM CREEK,Pink (odd),612,Hecate Strait-Fjords (odd),Central Coast,1870.0,5106,53.13776812,-128.9774447
WEST ARM CREEK,Chum,506,Hecate Lowlands,Central Coast,1870.0,600,53.13776812,-128.9774447
WEST ARM CREEK,Coho,520,Hecate Strait Mainland,Central Coast,1870.0,2704,53.13776812,-128.9774447
WEST ARM CREEK,Pink (even),609,Hecate Strait-Fjords (even),Central Coast,1870.0,4220,53.13776812,-128.9774447
WEST ARM CREEK,River sockeye,614,Northern Coastal Fjords (river-type),Central Coast,1870.0,6126,53.13776812,-128.9774447
WEST CREEK,Coho,520,Hecate Strait Mainland,Central Coast,1957.0,2785,53.91464566,-130.4510216
