feature,importance_mean,importance_std
T,0.02366648233411152,0.24570295814115672
T_trend7,0.017094739996246673,0.17593377959319229
Q_7,-0.01649332030407701,0.06299090557276665
Q_rising,-0.016842748682888323,0.14052286836259076
P_7,-0.024833547854778315,0.12727497423624823
Q_pulse,-0.040505921546583425,0.12149132620977639
P,-0.043459558050469665,0.11429585530633918
