region,species_name,year,spawners,smoothedspawners,spawnersanomaly,runsize,smoothedrunsize,runsizeanomaly,spawners_short_trend,spawners_short_trend_lwr,spawners_short_trend_upr,spawners_long_trend,spawners_long_trend_lwr,spawners_long_trend_upr,runsize_short_trend,runsize_short_trend_lwr,runsize_short_trend_upr,runsize_long_trend,runsize_long_trend_lwr,runsize_long_trend_upr,source_id,datasetversion
Central Coast,Chinook,1975,6750,6750,-59.4,-989898,-989898,-989898,-989898,-989898,-989898,12246,10389,14435,-989898,-989898,-989898,-989898,-989898,-989898,CTC_20250714,20251112
Central Coast,Chinook,1976,13300,9475,-43,-989898,-989898,-989898,-989898,-989898,-989898,12385,10559,14526,-989898,-989898,-989898,-989898,-989898,-989898,CTC_20250714,20251112
Central Coast,Chinook,1977,12750,10461,-37,-989898,-989898,-989898,-989898,-989898,-989898,12525,10731,14619,-989898,-989898,-989898,-989898,-989898,-989898,CTC_20250714,20251112
Central Coast,Chinook,1978,16000,11633,-30,-989898,-989898,-989898,-989898,-989898,-989898,12667,10905,14713,-989898,-989898,-989898,-989898,-989898,-989898,CTC_20250714,20251112
Central Coast,Chinook,1979,6100,10224,-38.5,-989898,-989898,-989898,-989898,-989898,-989898,12810,11082,14809,-989898,-989898,-989898,-989898,-989898,-989898,CTC_20250714,20251112
Central Coast,Chinook,1980,8480,10701,-35.6,-989898,-989898,-989898,-989898,-989898,-989898,12956,11260,14907,-989898,-989898,-989898,-989898,-989898,-989898,CTC_20250714,20251112
Central Coast,Chinook,1981,7150,9452,-43.1,-989898,-989898,-989898,-989898,-989898,-989898,13102,11440,15006,-989898,-989898,-989898,-989898,-989898,-989898,CTC_20250714,20251112
Central Coast,Chinook,1982,8900,8796,-47.1,-989898,-989898,-989898,-989898,-989898,-989898,13251,11622,15108,-989898,-989898,-989898,-989898,-989898,-989898,CTC_20250714,20251112
Central Coast,Chinook,1983,10890,8145,-51,-989898,-989898,-989898,-989898,-989898,-989898,13401,11805,15212,-989898,-989898,-989898,-989898,-989898,-989898,CTC_20250714,20251112
Central Coast,Chinook,1984,15113,9766,-41.2,-989898,-989898,-989898,-989898,-989898,-989898,13552,11990,15318,-989898,-989898,-989898,-989898,-989898,-989898,CTC_20250714,20251112
Central Coast,Chinook,1985,26444,12260,-26.2,-989898,-989898,-989898,-989898,-989898,-989898,13706,12177,15427,-989898,-989898,-989898,-989898,-989898,-989898,CTC_20250714,20251112
Central Coast,Chinook,1986,26345,15913,-4.2,-989898,-989898,-989898,-989898,-989898,-989898,13861,12364,15539,-989898,-989898,-989898,-989898,-989898,-989898,CTC_20250714,20251112
Central Coast,Chinook,1987,18183,18358,10.5,-989898,-989898,-989898,-989898,-989898,-989898,14018,12553,15654,-989898,-989898,-989898,-989898,-989898,-989898,CTC_20250714,20251112
Central Coast,Chinook,1988,17875,20270,22,-989898,-989898,-989898,-989898,-989898,-989898,14177,12742,15773,-989898,-989898,-989898,-989898,-989898,-989898,CTC_20250714,20251112
Central Coast,Chinook,1989,22848,22017,32.5,-989898,-989898,-989898,-989898,-989898,-989898,14337,12931,15896,-989898,-989898,-989898,-989898,-989898,-989898,CTC_20250714,20251112
Central Coast,Chinook,1990,18157,20422,22.9,-989898,-989898,-989898,-989898,-989898,-989898,14499,13121,16023,-989898,-989898,-989898,-989898,-989898,-989898,CTC_20250714,20251112
Central Coast,Chinook,1991,14223,18053,8.7,-989898,-989898,-989898,-989898,-989898,-989898,14664,13310,16155,-989898,-989898,-989898,-989898,-989898,-989898,CTC_20250714,20251112
Central Coast,Chinook,1992,36640,20769,25,-989898,-989898,-989898,-989898,-989898,-989898,14830,13498,16292,-989898,-989898,-989898,-989898,-989898,-989898,CTC_20250714,20251112
Central Coast,Chinook,1993,39199,24301,46.3,-989898,-989898,-989898,-989898,-989898,-989898,14998,13686,16435,-989898,-989898,-989898,-989898,-989898,-989898,CTC_20250714,20251112
Central Coast,Chinook,1994,28314,25366,52.7,-989898,-989898,-989898,-989898,-989898,-989898,15167,13871,16584,-989898,-989898,-989898,-989898,-989898,-989898,CTC_20250714,20251112
Central Coast,Chinook,1995,23476,26704,60.7,-989898,-989898,-989898,-989898,-989898,-989898,15339,14055,16740,-989898,-989898,-989898,-989898,-989898,-989898,CTC_20250714,20251112
Central Coast,Chinook,1996,21067,28886,73.9,-989898,-989898,-989898,-989898,-989898,-989898,15513,14236,16904,-989898,-989898,-989898,-989898,-989898,-989898,CTC_20250714,20251112
Central Coast,Chinook,1997,14708,24066,44.8,-989898,-989898,-989898,-989898,-989898,-989898,15688,14414,17075,-989898,-989898,-989898,-989898,-989898,-989898,CTC_20250714,20251112
Central Coast,Chinook,1998,16999,20363,22.6,-989898,-989898,-989898,-989898,-989898,-989898,15866,14589,17255,-989898,-989898,-989898,-989898,-989898,-989898,CTC_20250714,20251112
Central Coast,Chinook,1999,17061,18401,10.7,-989898,-989898,-989898,-989898,-989898,-989898,16046,14760,17443,-989898,-989898,-989898,-989898,-989898,-989898,CTC_20250714,20251112
Central Coast,Chinook,2000,21726,18118,9,-989898,-989898,-989898,-989898,-989898,-989898,16227,14927,17641,-989898,-989898,-989898,-989898,-989898,-989898,CTC_20250714,20251112
Central Coast,Chinook,2001,25927,18886,13.7,-989898,-989898,-989898,-989898,-989898,-989898,16411,15090,17847,-989898,-989898,-989898,-989898,-989898,-989898,CTC_20250714,20251112
Central Coast,Chinook,2002,15427,19067,14.8,-989898,-989898,-989898,-989898,-989898,-989898,16597,15249,18064,-989898,-989898,-989898,-989898,-989898,-989898,CTC_20250714,20251112
Central Coast,Chinook,2003,13825,18295,10.1,-989898,-989898,-989898,-989898,-989898,-989898,16785,15404,18290,-989898,-989898,-989898,-989898,-989898,-989898,CTC_20250714,20251112
Central Coast,Chinook,2004,14237,17645,6.2,-989898,-989898,-989898,-989898,-989898,-989898,16975,15554,18526,-989898,-989898,-989898,-989898,-989898,-989898,CTC_20250714,20251112
Central Coast,Chinook,2005,15744,16544,-0.4,-989898,-989898,-989898,-989898,-989898,-989898,17167,15700,18771,-989898,-989898,-989898,-989898,-989898,-989898,CTC_20250714,20251112
Central Coast,Chinook,2006,20711,15817,-4.8,-989898,-989898,-989898,-989898,-989898,-989898,17361,15843,19026,-989898,-989898,-989898,-989898,-989898,-989898,CTC_20250714,20251112
Central Coast,Chinook,2007,12160,15082,-9.2,-989898,-989898,-989898,-989898,-989898,-989898,17558,15982,19290,-989898,-989898,-989898,-989898,-989898,-989898,CTC_20250714,20251112
Central Coast,Chinook,2008,11871,14630,-12,-989898,-989898,-989898,-989898,-989898,-989898,17757,16118,19563,-989898,-989898,-989898,-989898,-989898,-989898,CTC_20250714,20251112
Central Coast,Chinook,2009,13267,14425,-13.2,-989898,-989898,-989898,-989898,-989898,-989898,17958,16250,19845,-989898,-989898,-989898,-989898,-989898,-989898,CTC_20250714,20251112
Central Coast,Chinook,2010,13542,13996,-15.8,-989898,-989898,-989898,14661,11926,18024,18161,16380,20136,-989898,-989898,-989898,-989898,-989898,-989898,CTC_20250714,20251112
Central Coast,Chinook,2011,12482,12648,-23.9,-989898,-989898,-989898,15047,12497,18116,18367,16508,20435,-989898,-989898,-989898,-989898,-989898,-989898,CTC_20250714,20251112
Central Coast,Chinook,2012,8764,11846,-28.7,-989898,-989898,-989898,15442,13081,18229,18575,16633,20743,-989898,-989898,-989898,-989898,-989898,-989898,CTC_20250714,20251112
Central Coast,Chinook,2013,24634,13709,-17.5,-989898,-989898,-989898,15848,13670,18372,18785,16756,21059,-989898,-989898,-989898,-989898,-989898,-989898,CTC_20250714,20251112
Central Coast,Chinook,2014,23204,15330,-7.7,-989898,-989898,-989898,16264,14252,18560,18998,16878,21384,-989898,-989898,-989898,-989898,-989898,-989898,CTC_20250714,20251112
Central Coast,Chinook,2015,49657,19880,19.6,-989898,-989898,-989898,16692,14811,18811,19213,16998,21716,-989898,-989898,-989898,-989898,-989898,-989898,CTC_20250714,20251112
Central Coast,Chinook,2016,28459,23442,41.1,-989898,-989898,-989898,17130,15325,19148,19430,17117,22056,-989898,-989898,-989898,-989898,-989898,-989898,CTC_20250714,20251112
Central Coast,Chinook,2017,13746,25650,54.4,-989898,-989898,-989898,17581,15773,19595,19650,17235,22405,-989898,-989898,-989898,-989898,-989898,-989898,CTC_20250714,20251112
Central Coast,Chinook,2018,16736,23742,42.9,-989898,-989898,-989898,18043,16142,20167,19873,17351,22761,-989898,-989898,-989898,-989898,-989898,-989898,CTC_20250714,20251112
Central Coast,Chinook,2019,15531,21910,31.9,-989898,-989898,-989898,18517,16431,20868,20098,17467,23125,-989898,-989898,-989898,-989898,-989898,-989898,CTC_20250714,20251112
Central Coast,Chinook,2020,23603,18882,13.6,-989898,-989898,-989898,19003,16652,21686,20326,17582,23497,-989898,-989898,-989898,-989898,-989898,-989898,CTC_20250714,20251112
Central Coast,Chinook,2021,16751,16983,2.2,-989898,-989898,-989898,19503,16823,22609,20556,17697,23876,-989898,-989898,-989898,-989898,-989898,-989898,CTC_20250714,20251112
Central Coast,Chinook,2022,13462,16912,1.8,-989898,-989898,-989898,20015,16955,23627,20788,17811,24264,-989898,-989898,-989898,-989898,-989898,-989898,CTC_20250714,20251112
Central Coast,Chinook,2023,19492,17436,4.9,-989898,-989898,-989898,20541,17061,24731,21024,17925,24659,-989898,-989898,-989898,-989898,-989898,-989898,CTC_20250714,20251112
Central Coast,Chinook,2024,19665,18278,10,-989898,-989898,-989898,21081,17148,25917,21262,18038,25062,-989898,-989898,-989898,-989898,-989898,-989898,CTC_20250714,20251112
Central Coast,Chum,1950,789428,789428,59.7,-989898,-989898,-989898,-989898,-989898,-989898,644010,562178,737755,-989898,-989898,-989898,-989898,-989898,-989898,NuSEDS_20250221,20251112
Central Coast,Chum,1951,732139,760244,53.8,-989898,-989898,-989898,-989898,-989898,-989898,639664,559929,730754,-989898,-989898,-989898,-989898,-989898,-989898,NuSEDS_20250221,20251112
Central Coast,Chum,1952,716432,745350,50.8,-989898,-989898,-989898,-989898,-989898,-989898,635348,557678,723835,-989898,-989898,-989898,-989898,-989898,-989898,NuSEDS_20250221,20251112
Central Coast,Chum,1953,835145,766851,55.1,-989898,-989898,-989898,-989898,-989898,-989898,631060,555424,716997,-989898,-989898,-989898,-989898,-989898,-989898,NuSEDS_20250221,20251112
Central Coast,Chum,1954,752499,757721,53.3,-989898,-989898,-989898,-989898,-989898,-989898,626802,553166,710240,-989898,-989898,-989898,-989898,-989898,-989898,NuSEDS_20250221,20251112
Central Coast,Chum,1955,367978,637993,29.1,-989898,-989898,-989898,-989898,-989898,-989898,622572,550904,703564,-989898,-989898,-989898,-989898,-989898,-989898,NuSEDS_20250221,20251112
Central Coast,Chum,1956,417384,557387,12.8,-989898,-989898,-989898,-989898,-989898,-989898,618371,548636,696970,-989898,-989898,-989898,-989898,-989898,-989898,NuSEDS_20250221,20251112
Central Coast,Chum,1957,499251,490112,-0.9,-989898,-989898,-989898,-989898,-989898,-989898,614198,546362,690457,-989898,-989898,-989898,-989898,-989898,-989898,NuSEDS_20250221,20251112
Central Coast,Chum,1958,800080,497683,0.7,-989898,-989898,-989898,-989898,-989898,-989898,610053,544081,684025,-989898,-989898,-989898,-989898,-989898,-989898,NuSEDS_20250221,20251112
Central Coast,Chum,1959,260206,456380,-7.7,-989898,-989898,-989898,-989898,-989898,-989898,605937,541792,677676,-989898,-989898,-989898,-989898,-989898,-989898,NuSEDS_20250221,20251112
Central Coast,Chum,1960,348067,436122,-11.8,-989898,-989898,-989898,-989898,-989898,-989898,601848,539493,671409,-989898,-989898,-989898,-989898,-989898,-989898,NuSEDS_20250221,20251112
Central Coast,Chum,1961,276103,376094,-23.9,-989898,-989898,-989898,-989898,-989898,-989898,597786,537185,665224,-989898,-989898,-989898,-989898,-989898,-989898,NuSEDS_20250221,20251112
Central Coast,Chum,1962,634425,354901,-28.2,-989898,-989898,-989898,-989898,-989898,-989898,593752,534865,659123,-989898,-989898,-989898,-989898,-989898,-989898,NuSEDS_20250221,20251112
Central Coast,Chum,1963,626176,442031,-10.6,-989898,-989898,-989898,-989898,-989898,-989898,589745,532532,653106,-989898,-989898,-989898,-989898,-989898,-989898,NuSEDS_20250221,20251112
Central Coast,Chum,1964,722338,530545,7.3,-989898,-989898,-989898,-989898,-989898,-989898,585766,530185,647173,-989898,-989898,-989898,-989898,-989898,-989898,NuSEDS_20250221,20251112
Central Coast,Chum,1965,229487,506575,2.5,-989898,-989898,-989898,-989898,-989898,-989898,581813,527823,641325,-989898,-989898,-989898,-989898,-989898,-989898,NuSEDS_20250221,20251112
Central Coast,Chum,1966,1027677,571496,15.6,-989898,-989898,-989898,-989898,-989898,-989898,577887,525443,635564,-989898,-989898,-989898,-989898,-989898,-989898,NuSEDS_20250221,20251112
Central Coast,Chum,1967,608348,567384,14.8,-989898,-989898,-989898,-989898,-989898,-989898,573987,523045,629890,-989898,-989898,-989898,-989898,-989898,-989898,NuSEDS_20250221,20251112
Central Coast,Chum,1968,1151893,637595,29,-989898,-989898,-989898,-989898,-989898,-989898,570114,520626,624305,-989898,-989898,-989898,-989898,-989898,-989898,NuSEDS_20250221,20251112
Central Coast,Chum,1969,418960,741137,49.9,-989898,-989898,-989898,-989898,-989898,-989898,566266,518185,618810,-989898,-989898,-989898,-989898,-989898,-989898,NuSEDS_20250221,20251112
Central Coast,Chum,1970,755479,686262,38.8,-989898,-989898,-989898,-989898,-989898,-989898,562445,515719,613405,-989898,-989898,-989898,-989898,-989898,-989898,NuSEDS_20250221,20251112
Central Coast,Chum,1971,442971,633936,28.2,-989898,-989898,-989898,-989898,-989898,-989898,558650,513226,608093,-989898,-989898,-989898,-989898,-989898,-989898,NuSEDS_20250221,20251112
Central Coast,Chum,1972,824572,583109,18,-989898,-989898,-989898,-989898,-989898,-989898,554880,510705,602876,-989898,-989898,-989898,-989898,-989898,-989898,NuSEDS_20250221,20251112
Central Coast,Chum,1973,1088659,740337,49.8,-989898,-989898,-989898,-989898,-989898,-989898,551135,508153,597754,-989898,-989898,-989898,-989898,-989898,-989898,NuSEDS_20250221,20251112
Central Coast,Chum,1974,719769,731429,48,-989898,-989898,-989898,-989898,-989898,-989898,547416,505568,592729,-989898,-989898,-989898,-989898,-989898,-989898,NuSEDS_20250221,20251112
Central Coast,Chum,1975,328596,678803,37.3,-989898,-989898,-989898,-989898,-989898,-989898,543722,502947,587803,-989898,-989898,-989898,-989898,-989898,-989898,NuSEDS_20250221,20251112
Central Coast,Chum,1976,278448,517455,4.7,-989898,-989898,-989898,-989898,-989898,-989898,540053,500288,582979,-989898,-989898,-989898,-989898,-989898,-989898,NuSEDS_20250221,20251112
Central Coast,Chum,1977,384824,398993,-19.3,-989898,-989898,-989898,-989898,-989898,-989898,536409,497589,578256,-989898,-989898,-989898,-989898,-989898,-989898,NuSEDS_20250221,20251112
Central Coast,Chum,1978,599409,381152,-22.9,-989898,-989898,-989898,-989898,-989898,-989898,532789,494849,573638,-989898,-989898,-989898,-989898,-989898,-989898,NuSEDS_20250221,20251112
Central Coast,Chum,1979,362374,390590,-21,-989898,-989898,-989898,-989898,-989898,-989898,529193,492063,569125,-989898,-989898,-989898,-989898,-989898,-989898,NuSEDS_20250221,20251112
Central Coast,Chum,1980,436994,437174,-11.6,-989898,-989898,-989898,-989898,-989898,-989898,525622,489232,564719,-989898,-989898,-989898,-989898,-989898,-989898,NuSEDS_20250221,20251112
Central Coast,Chum,1981,418944,446558,-9.7,-989898,-989898,-989898,-989898,-989898,-989898,522075,486353,560422,-989898,-989898,-989898,-989898,-989898,-989898,NuSEDS_20250221,20251112
Central Coast,Chum,1982,632149,452535,-8.5,-989898,-989898,-989898,-989898,-989898,-989898,518552,483425,556232,-989898,-989898,-989898,-989898,-989898,-989898,NuSEDS_20250221,20251112
Central Coast,Chum,1983,384386,459256,-7.1,-989898,-989898,-989898,-989898,-989898,-989898,515053,480447,552152,-989898,-989898,-989898,-989898,-989898,-989898,NuSEDS_20250221,20251112
Central Coast,Chum,1984,380527,443641,-10.3,-989898,-989898,-989898,-989898,-989898,-989898,511577,477418,548181,-989898,-989898,-989898,-989898,-989898,-989898,NuSEDS_20250221,20251112
Central Coast,Chum,1985,640624,493337,-0.2,-989898,-989898,-989898,-989898,-989898,-989898,508125,474338,544319,-989898,-989898,-989898,-989898,-989898,-989898,NuSEDS_20250221,20251112
Central Coast,Chum,1986,875686,535213,8.3,-989898,-989898,-989898,-989898,-989898,-989898,504696,471208,540564,-989898,-989898,-989898,-989898,-989898,-989898,NuSEDS_20250221,20251112
Central Coast,Chum,1987,429655,550319,11.3,-989898,-989898,-989898,-989898,-989898,-989898,501290,468028,536917,-989898,-989898,-989898,-989898,-989898,-989898,NuSEDS_20250221,20251112
Central Coast,Chum,1988,867918,676297,36.8,-989898,-989898,-989898,-989898,-989898,-989898,497908,464800,533374,-989898,-989898,-989898,-989898,-989898,-989898,NuSEDS_20250221,20251112
Central Coast,Chum,1989,520482,642078,29.9,-989898,-989898,-989898,-989898,-989898,-989898,494548,461525,529933,-989898,-989898,-989898,-989898,-989898,-989898,NuSEDS_20250221,20251112
Central Coast,Chum,1990,720364,611489,23.7,-989898,-989898,-989898,-989898,-989898,-989898,491210,458206,526592,-989898,-989898,-989898,-989898,-989898,-989898,NuSEDS_20250221,20251112
Central Coast,Chum,1991,412692,605362,22.5,-989898,-989898,-989898,-989898,-989898,-989898,487896,454845,523348,-989898,-989898,-989898,-989898,-989898,-989898,NuSEDS_20250221,20251112
Central Coast,Chum,1992,199729,419282,-15.2,-989898,-989898,-989898,-989898,-989898,-989898,484603,451445,520197,-989898,-989898,-989898,-989898,-989898,-989898,NuSEDS_20250221,20251112
Central Coast,Chum,1993,324633,372609,-24.6,-989898,-989898,-989898,-989898,-989898,-989898,481333,448009,517136,-989898,-989898,-989898,-989898,-989898,-989898,NuSEDS_20250221,20251112
Central Coast,Chum,1994,504532,340869,-31,-989898,-989898,-989898,-989898,-989898,-989898,478085,444541,514160,-989898,-989898,-989898,-989898,-989898,-989898,NuSEDS_20250221,20251112
Central Coast,Chum,1995,772261,398678,-19.3,-989898,-989898,-989898,-989898,-989898,-989898,474859,441044,511266,-989898,-989898,-989898,-989898,-989898,-989898,NuSEDS_20250221,20251112
Central Coast,Chum,1996,626015,530466,7.3,-989898,-989898,-989898,-989898,-989898,-989898,471654,437521,508450,-989898,-989898,-989898,-989898,-989898,-989898,NuSEDS_20250221,20251112
Central Coast,Chum,1997,493223,588939,19.1,-989898,-989898,-989898,-989898,-989898,-989898,468471,433977,505707,-989898,-989898,-989898,-989898,-989898,-989898,NuSEDS_20250221,20251112
Central Coast,Chum,1998,1204846,732118,48.1,-989898,-989898,-989898,-989898,-989898,-989898,465310,430415,503034,-989898,-989898,-989898,-989898,-989898,-989898,NuSEDS_20250221,20251112
Central Coast,Chum,1999,518860,662831,34.1,-989898,-989898,-989898,-989898,-989898,-989898,462170,426838,500426,-989898,-989898,-989898,-989898,-989898,-989898,NuSEDS_20250221,20251112
Central Coast,Chum,2000,479908,620220,25.5,-989898,-989898,-989898,-989898,-989898,-989898,459051,423250,497880,-989898,-989898,-989898,-989898,-989898,-989898,NuSEDS_20250221,20251112
Central Coast,Chum,2001,624499,657912,33.1,-989898,-989898,-989898,-989898,-989898,-989898,455953,419654,495392,-989898,-989898,-989898,-989898,-989898,-989898,NuSEDS_20250221,20251112
Central Coast,Chum,2002,867211,605991,22.6,-989898,-989898,-989898,-989898,-989898,-989898,452877,416053,492959,-989898,-989898,-989898,-989898,-989898,-989898,NuSEDS_20250221,20251112
Central Coast,Chum,2003,1057000,723973,46.5,-989898,-989898,-989898,-989898,-989898,-989898,449821,412451,490576,-989898,-989898,-989898,-989898,-989898,-989898,NuSEDS_20250221,20251112
Central Coast,Chum,2004,823948,828720,67.6,-989898,-989898,-989898,-989898,-989898,-989898,446785,408848,488242,-989898,-989898,-989898,-989898,-989898,-989898,NuSEDS_20250221,20251112
Central Coast,Chum,2005,597247,819527,65.8,-989898,-989898,-989898,-989898,-989898,-989898,443770,405249,485952,-989898,-989898,-989898,-989898,-989898,-989898,NuSEDS_20250221,20251112
Central Coast,Chum,2006,593492,745394,50.8,-989898,-989898,-989898,-989898,-989898,-989898,440775,401656,483705,-989898,-989898,-989898,-989898,-989898,-989898,NuSEDS_20250221,20251112
Central Coast,Chum,2007,364663,571268,15.6,-989898,-989898,-989898,-989898,-989898,-989898,437801,398070,481497,-989898,-989898,-989898,-989898,-989898,-989898,NuSEDS_20250221,20251112
Central Coast,Chum,2008,187115,394360,-20.2,-989898,-989898,-989898,-989898,-989898,-989898,434847,394495,479326,-989898,-989898,-989898,-989898,-989898,-989898,NuSEDS_20250221,20251112
Central Coast,Chum,2009,295445,330730,-33.1,-989898,-989898,-989898,-989898,-989898,-989898,431912,390930,477190,-989898,-989898,-989898,-989898,-989898,-989898,NuSEDS_20250221,20251112
Central Coast,Chum,2010,211920,255660,-48.3,-989898,-989898,-989898,-989898,-989898,-989898,428998,387379,475088,-989898,-989898,-989898,-989898,-989898,-989898,NuSEDS_20250221,20251112
Central Coast,Chum,2011,763063,307489,-37.8,-989898,-989898,-989898,-989898,-989898,-989898,426103,383842,473016,-989898,-989898,-989898,-989898,-989898,-989898,NuSEDS_20250221,20251112
Central Coast,Chum,2012,555563,403632,-18.3,-989898,-989898,-989898,578335,459245,728309,423227,380322,470973,-989898,-989898,-989898,-989898,-989898,-989898,NuSEDS_20250221,20251112
Central Coast,Chum,2013,490548,458181,-7.3,-989898,-989898,-989898,528518,432116,646427,420371,376819,468957,-989898,-989898,-989898,-989898,-989898,-989898,NuSEDS_20250221,20251112
Central Coast,Chum,2014,366662,525485,6.3,-989898,-989898,-989898,482992,405632,575106,417534,373334,466968,-989898,-989898,-989898,-989898,-989898,-989898,NuSEDS_20250221,20251112
Central Coast,Chum,2015,899607,547562,10.8,-989898,-989898,-989898,441388,379397,513508,414717,369868,465003,-989898,-989898,-989898,-989898,-989898,-989898,NuSEDS_20250221,20251112
Central Coast,Chum,2016,423569,511660,3.5,-989898,-989898,-989898,403367,352906,461044,411918,366423,463062,-989898,-989898,-989898,-989898,-989898,-989898,NuSEDS_20250221,20251112
Central Coast,Chum,2017,250294,432438,-12.5,-989898,-989898,-989898,368622,325681,417224,409139,362999,461143,-989898,-989898,-989898,-989898,-989898,-989898,NuSEDS_20250221,20251112
Central Coast,Chum,2018,330836,421463,-14.7,-989898,-989898,-989898,336869,297627,381285,406378,359597,459244,-989898,-989898,-989898,-989898,-989898,-989898,NuSEDS_20250221,20251112
Central Coast,Chum,2019,397746,343675,-30.5,-989898,-989898,-989898,307852,269339,351870,403635,356217,457366,-989898,-989898,-989898,-989898,-989898,-989898,NuSEDS_20250221,20251112
Central Coast,Chum,2020,59314,210235,-57.5,-989898,-989898,-989898,281334,241821,327302,400911,352860,455507,-989898,-989898,-989898,-989898,-989898,-989898,NuSEDS_20250221,20251112
Central Coast,Chum,2021,263583,212972,-56.9,-989898,-989898,-989898,257100,215921,306133,398206,349526,453666,-989898,-989898,-989898,-989898,-989898,-989898,NuSEDS_20250221,20251112
Central Coast,Chum,2022,431755,227630,-54,-989898,-989898,-989898,234954,192098,287370,395519,346217,451842,-989898,-989898,-989898,-989898,-989898,-989898,NuSEDS_20250221,20251112
Central Coast,Chum,2023,293331,210944,-57.3,-989898,-989898,-989898,214715,170501,270395,392850,342931,450035,-989898,-989898,-989898,-989898,-989898,-989898,NuSEDS_20250221,20251112
Central Coast,Coho,1950,199136,199136,20.9,-989898,-989898,-989898,-989898,-989898,-989898,193533,167387,223763,-989898,-989898,-989898,-989898,-989898,-989898,NuSEDS_20250221,20251112
Central Coast,Coho,1951,257976,226654,37.6,-989898,-989898,-989898,-989898,-989898,-989898,192714,167171,222160,-989898,-989898,-989898,-989898,-989898,-989898,NuSEDS_20250221,20251112
Central Coast,Coho,1952,147599,196458,19.3,-989898,-989898,-989898,-989898,-989898,-989898,191899,166953,220573,-989898,-989898,-989898,-989898,-989898,-989898,NuSEDS_20250221,20251112
Central Coast,Coho,1953,135957,179185,8.8,-989898,-989898,-989898,-989898,-989898,-989898,191087,166730,219003,-989898,-989898,-989898,-989898,-989898,-989898,NuSEDS_20250221,20251112
Central Coast,Coho,1954,325496,202606,23,-989898,-989898,-989898,-989898,-989898,-989898,190279,166504,217449,-989898,-989898,-989898,-989898,-989898,-989898,NuSEDS_20250221,20251112
Central Coast,Coho,1955,149530,176782,7.3,-989898,-989898,-989898,-989898,-989898,-989898,189474,166274,215912,-989898,-989898,-989898,-989898,-989898,-989898,NuSEDS_20250221,20251112
Central Coast,Coho,1956,339249,217670,32.1,-989898,-989898,-989898,-989898,-989898,-989898,188673,166039,214392,-989898,-989898,-989898,-989898,-989898,-989898,NuSEDS_20250221,20251112
Central Coast,Coho,1957,324960,270648,64.3,-989898,-989898,-989898,-989898,-989898,-989898,187875,165799,212889,-989898,-989898,-989898,-989898,-989898,-989898,NuSEDS_20250221,20251112
Central Coast,Coho,1958,163990,228020,38.4,-989898,-989898,-989898,-989898,-989898,-989898,187080,165555,211404,-989898,-989898,-989898,-989898,-989898,-989898,NuSEDS_20250221,20251112
Central Coast,Coho,1959,342478,280511,70.3,-989898,-989898,-989898,-989898,-989898,-989898,186289,165305,209936,-989898,-989898,-989898,-989898,-989898,-989898,NuSEDS_20250221,20251112
Central Coast,Coho,1960,169188,235729,43.1,-989898,-989898,-989898,-989898,-989898,-989898,185501,165049,208486,-989898,-989898,-989898,-989898,-989898,-989898,NuSEDS_20250221,20251112
Central Coast,Coho,1961,244199,219478,33.2,-989898,-989898,-989898,-989898,-989898,-989898,184716,164788,207054,-989898,-989898,-989898,-989898,-989898,-989898,NuSEDS_20250221,20251112
Central Coast,Coho,1962,251191,244167,48.2,-989898,-989898,-989898,-989898,-989898,-989898,183935,164519,205641,-989898,-989898,-989898,-989898,-989898,-989898,NuSEDS_20250221,20251112
Central Coast,Coho,1963,368828,248734,51,-989898,-989898,-989898,-989898,-989898,-989898,183157,164244,204247,-989898,-989898,-989898,-989898,-989898,-989898,NuSEDS_20250221,20251112
Central Coast,Coho,1964,452953,318168,93.1,-989898,-989898,-989898,-989898,-989898,-989898,182382,163961,202872,-989898,-989898,-989898,-989898,-989898,-989898,NuSEDS_20250221,20251112
Central Coast,Coho,1965,274530,327618,98.9,-989898,-989898,-989898,-989898,-989898,-989898,181610,163670,201518,-989898,-989898,-989898,-989898,-989898,-989898,NuSEDS_20250221,20251112
Central Coast,Coho,1966,290722,339810,106.3,-989898,-989898,-989898,-989898,-989898,-989898,180842,163370,200183,-989898,-989898,-989898,-989898,-989898,-989898,NuSEDS_20250221,20251112
Central Coast,Coho,1967,62557,218072,32.4,-989898,-989898,-989898,-989898,-989898,-989898,180077,163061,198869,-989898,-989898,-989898,-989898,-989898,-989898,NuSEDS_20250221,20251112
Central Coast,Coho,1968,275660,192611,16.9,-989898,-989898,-989898,-989898,-989898,-989898,179316,162742,197577,-989898,-989898,-989898,-989898,-989898,-989898,NuSEDS_20250221,20251112
Central Coast,Coho,1969,76753,140057,-15,-989898,-989898,-989898,-989898,-989898,-989898,178557,162413,196306,-989898,-989898,-989898,-989898,-989898,-989898,NuSEDS_20250221,20251112
Central Coast,Coho,1970,193697,126537,-23.2,-989898,-989898,-989898,-989898,-989898,-989898,177802,162071,195059,-989898,-989898,-989898,-989898,-989898,-989898,NuSEDS_20250221,20251112
Central Coast,Coho,1971,118216,148360,-9.9,-989898,-989898,-989898,-989898,-989898,-989898,177050,161718,193835,-989898,-989898,-989898,-989898,-989898,-989898,NuSEDS_20250221,20251112
