feature,importance_mean,importance_std
Q_pulse,0.09982894534167487,0.24090135360904844
T_trend7,0.07843855271463025,0.20298260189292008
T,0.03681747497738704,0.1449469683459077
P_7,0.01210879382629841,0.07316783534171054
P,-0.0022660090908875755,0.08660266902991333
Q_7,-0.007713212561742491,0.060884175865764195
Q_rising,-0.01353792462451639,0.0843948798510323
