feature,importance_mean,importance_std
Q_rising,0.050013040537836013,0.20654427877891324
T,0.032675905362444246,0.1750827237324154
Q_pulse,0.030074459092192255,0.17981518180757428
Q_7,0.017586411767315017,0.12170569702479937
T_trend7,0.012089663399447783,0.1695451446726304
P,-0.008433791720102031,0.032576353961596985
P_7,-0.025548446550975858,0.09243843462537482
