"","X","stream","year","date","doy","days_at_risk","arrived","flow","flow_7d","flow_14d","flow_30d","flow_delta_14d","flow_cum_since_start","days_since_high_flow","jan_jun_mean_flow","n_missing_flow"
"2908",2972,"NANAIMO RIVER",2024,"2024-02-17",48,48,0,8.15,9.82142857142857,13.096428571429,23.2819999999997,-3.27500000000042,991.29,10,10.9616022099448,0
"2909",2973,"NANAIMO RIVER",2024,"2024-02-18",49,49,0,7.86,9.41571428571478,11.7935714285725,23.2600000000006,-2.37785714285772,999.15,11,10.9616022099448,0
"2910",2974,"NANAIMO RIVER",2024,"2024-02-19",50,50,0,7.49,8.82857142857392,10.8214285714286,23.2003333333336,-1.99285714285465,1006.64,12,10.9616022099448,0
"2911",2975,"NANAIMO RIVER",2024,"2024-02-20",51,51,0,7.35,8.33571428571512,10.096428571429,23.1183333333339,-1.76071428571387,1013.99,13,10.9616022099448,0
"2912",2976,"NANAIMO RIVER",2024,"2024-02-21",52,52,0,7.38,7.98142857142791,9.55214285714153,22.9143333333331,-1.57071428571362,1021.37,14,10.9616022099448,0
"2913",2977,"NANAIMO RIVER",2024,"2024-02-22",53,53,0,7.52,7.75,9.16785714285756,22.6083333333333,-1.41785714285756,1028.89,15,10.9616022099448,0
"2914",2978,"NANAIMO RIVER",2024,"2024-02-23",54,54,0,7.56,7.61571428571395,8.88642857142882,22.2503333333336,-1.27071428571487,1036.45,16,10.9616022099448,0
"2915",2979,"NANAIMO RIVER",2024,"2024-02-24",55,55,0,7.11,7.46714285714136,8.64428571428497,21.717333333333,-1.1771428571436,1043.56,17,10.9616022099448,0
"2916",2980,"NANAIMO RIVER",2024,"2024-02-25",56,56,0,6.82,7.31857142856877,8.36714285714178,21.2213333333328,-1.04857142857301,1050.38,18,10.9616022099448,0
"2917",2981,"NANAIMO RIVER",2024,"2024-02-26",57,57,0,6.22,7.13714285714169,7.98285714285781,20.3553333333335,-0.845714285716116,1056.6,19,10.9616022099448,0
"2918",2982,"NANAIMO RIVER",2024,"2024-02-27",58,58,0,5.9,6.92999999999717,7.63285714285615,19.0720000000001,-0.702857142858972,1062.5,20,10.9616022099448,0
"2919",2983,"NANAIMO RIVER",2024,"2024-02-28",59,59,0,17,8.30428571428638,8.14285714285714,17.6319999999997,0.161428571429237,1079.5,0,10.9616022099448,0
"2920",2984,"NANAIMO RIVER",2024,"2024-02-29",60,60,0,20.6,10.172857142856,8.96142857142799,16.1353333333333,1.21142857142799,1100.1,0,10.9616022099448,0
