feature,importance_mean,importance_std
P_7,0.04119979994520286,0.17956536413472074
Q_pulse,0.03225481206536186,0.18929280675031834
Q_rising,0.03130133136912124,0.1933094138443824
Q_7,0.0161795792331606,0.06330945698240566
T_trend7,0.00032041362023330837,0.1798793926121667
T,-0.0047110907516285366,0.07960441213600297
P,-0.008233787550660924,0.056025763671813805
